line_number,status,reasons,left_or_columns,right
8665,rejected,duplicate_exact,ᎯᎠ ᏓᏂᎳᏫᎬᎢ ᎤᎾᎵᏍᎪᎸᏔᏅ ᎠᎾᏓᏩᏛᎯᏙ ᎤᏂᎪᎵᏰᎢᏓᏍᏗ ᎯᎠ ᎤᏙᏢᏒ ᎤᏃᏢᎯᏌᏅᎢ.,The ceremony allowed visitors to look at the site’s improvements.
8666,rejected,duplicate_exact,“ᎾᏍᎩ ᎤᏔᎾ ᎤᏙᏢ ᎭᏫᎾᏓᏢ ᎾᎿ ᎢᎬᏩᎾᏛᏗ ᏗᏂᏲᏟ.,“There’s a great area inside that has hands-on activities for kids.
8667,rejected,duplicate_exact,“ᎾᏍᎩ ᏱᎪᎩᎪᎯ ᎠᎭᏂ ᎣᎦᏚᎵᏍᎪ ᏦᏥᏃᎯᏎᏗ ᏚᏳᎪᏛ ᎧᏃᎮᏢᏅᎢ.,“When they see us here we want to give them the right information.
8669,rejected,duplicate_exact,Adair ᎠᏗᏍᎬᎢ ᎯᎠ ᎠᏓᏁᎸ ᎾᏍᎩ ᎬᏂᎨᏒ ᏂᎬᏁ ᏄᏍᏛ ᎤᎶᏒᎢ.,Adair said the cabin itself is what standouts to him.
8671,rejected,duplicate_exact,"“ᎢᎦ ᏥᏍᏆᏂᎪᏍᎪ ᎾᏍᎩ ᎢᎦ (ᏏᏉᏯ) ᎢᎬᏩᏛᏗ ᎨᏒᎢ, ᎾᏍᎩ ᏴᏫ ᎢᎬᏩᏛᏗ ᎨᏒᎢ.","“It just amazes me about what he (Sequoyah) could do, what the human body could do."
8672,rejected,duplicate_exact,ᎠᎩᎸᏉᏓ ᎾᎿ ᎠᏓᏁᎸᎢ ᎾᏍᎩ ᎦᎷᏯᏍᏗ ᏕᎦᎷᏯᏍᏔᏅ ᏚᏙᏪᎳ ᎠᎴ ᏧᏓᎴᏅᏓ ᎾᏍᎩ ᎢᏳᏍᏗ ᏄᏍᏗᏓᏂ.”,So I like the cabin just looking at all the axe marks and stuff like that that’s inside there.”
8673,rejected,duplicate_exact,"ᏏᏉᏯ, ᎾᏍᎩ ᎾᏍᏊ ᎠᎦᏅᏛ George Guess or George Gist, ᎾᏍᎩ ᎤᏕᏅ ᏔᎾᏏ ᏍᎦᏚᎩ ᎾᎿ 1778 ᎤᏕᏘᏴᏌᏗᏒᎢ.","Sequoyah, also known as George Guess or George Gist, was born in Tennessee around 1778."
8674,rejected,duplicate_exact,ᏏᏉᏯ ᎤᏁᏍᎨᎲᎢ ᎤᏁᎳᏗᏍᏗᎢ ᎾᎿ 1829.,Sequoyah constructed the cabin in 1829.
8675,rejected,duplicate_exact,ᎯᎠ ᎤᏪᏅᏏ ᎠᏠᏯᏍᏗ ᏌᏊ ᎧᏅᏑᎵ ᎤᏓᏁᎳ ᎠᎴ ᎾᎠᏂᎨ 200 ᎢᏳᏟᎶᏓ.,The homestead includes a one-room cabin and nearly 200 acres.
8676,rejected,duplicate_exact,ᎾᏍᎩᏃ ᎨᏥᏁᎴ ᎾᎿ National Historic Landmark ᎾᎿ ᏐᏁᎳᏚ ᎢᏍᎪᎯᏧᏈ ᏑᏓᎵᏍᎪᏑᏓᎵ ᎤᏕᏘᏴᏌᏗᏒᎢ ᎠᎴ National Literary Landmark ᎾᏍᎩ ᏔᎵ ᏯᎦᏴᎵ ᏑᎵ ᎤᏕᏘᏴᏌᏗᏒᎢ ᎠᎴ ᏕᎨᎦᏓᏂᎸᎪ ᎾᎿ ᎤᎪᏛ ᏔᎳᏚ ᏯᎦᏴᎵ ᎠᎾᏓᏩᏗᎯᏙ ᏑᏕᏘᏴᏓ ᎨᏒᎢ.,"It was designated as a National Historic Landmark in 1966 and a National Literary Landmark in 2006 and it welcomes more than 12,000 visitors yearly."
8677,rejected,duplicate_exact,"ᎾᎿ OHS ᎤᎾᏤᎵ ᏄᏅᏁᎸ ᏏᏉᏯ ᎤᏪᏅᏒ ᎾᎿ ᏐᏁᎳᏚ ᎢᏍᎯᏧᏈ ᏦᏍᎪᏅᎩ ᎤᏕᏘᏴᏌᏗᏒᎢ, ᎠᏎᏃ ᎾᎿ ᏔᎵᏯᎦᏴᎵ ᏓᎳᏚ ᎤᏕᏘᏴᏌᏗᏒ ᎾᎿ ᏍᎦᏚᎩ Ꮭ ᎡᎵ ᎬᏩᎾᎦᏎᏍᏙᏗ ᏱᎨᏎ ᎾᏍᎩᏃ ᎠᏕᎳ ᏕᎨᏥᏁᎲ ᎨᏥᎦᎵᏎᎸ.","The OHS acquired Sequoyah’s cabin in 1934, but in 2016 the state was no longer able to maintain the facility due to budget cuts."
8678,rejected,duplicate_exact,"ᎾᏍᎩᏃ ᎧᏃᎮᏢ ᎾᏍᏊ ᎪᏪᎸ ᎾᏍᎩ ᏣᎳᎩ ᎠᏰᎵ ᏧᏂᎸᏫᏍᏓᏁᎯ ᎾᏍᏊ ᎤᏚᎩ ᎨᎬᎾᏁᎲ ᎾᎿ 300,000 ᎣᏍᏓ ᎢᏳᏅᏔᏂᏓᏍᏗ ᎾᏍᎩ ᏧᏂᎸᏫᏍᏓᏁᎯ ᎠᎴ ᎣᏍᏓ ᎢᎬᏁᎵᏓᏍᏙᏗ.","The story also states that CN officials were expected to give $300,000 in in-kind improvement to the facility for staffing and maintenance."
8679,rejected,duplicate_exact,"ᎾᏍᎩᏃ ᏕᎭᎷᏱ 29, ᎤᎬᏫᏳᎯ Bill John Baker ᎠᏗᏍᎬ ᏂᎦᎵᏍᏗᏊ ᎢᏴ ᏯᏝᏅᏓᏗ ᎠᏂᎳᏍᏓᏢ ᎤᏂᏩᎯᏍᏗ ᎾᏍᎩᎾ ᎢᏳᏍᏗᏍᏓᏂ ᎤᏛᎾ ᏏᏉᏯ ᎤᏁᎳᏛ ᎢᎩᎭ ᎢᎩᏩᎯᏍᏗᎢ.","On June 29, Principal Chief Bill John Baker said anytime the tribe has an opportunity to purchase a site such as Sequoyah’s cabin it needs to be taken."
8680,rejected,duplicate_exact,"ᎾᏍᎩᏃ ᏄᏍᏗ ᎤᏓᎴᏅᎯ ᎠᎴ ᎾᏍᎩ ᏄᏍᏕᏍᏗ ᏂᎦᏯᎢᏎᏍᏗ ᎾᏍᎩ ᏄᏍᏕᏍᏗ,” ᎠᏗᏍᎬᎢ.","That’s what it had begun and that’s what we’re here to continue,” he said."
8681,rejected,duplicate_exact,ᏏᏉᏯ ᎤᏁᎳᏛ ᎤᏪᏘ ᎠᏍᏆᏂᎪᏔᏅᎲᏍᏗᎢ ᎠᏍᏚᎢᏎᏍᏗ ᏍᎪᎯ ᏌᎾᎴ. ᎾᎿ ᏅᎩ ᏒᎯᏰᏯ ᎢᎪᎯᏓ. ᏔᎵᏁᎢᎦ ᎠᎴᏂᏍᎩ ᎾᎿ ᏙᏓᏈᏕᎾ ᎢᎪᎯᏓ.,Sequoyah’s Cabin Museum is open from 10 a.m. to 4 p.m. Tuesday through Saturday.
8682,rejected,low_cherokee_left|english_left|identical_sides,Team Josiah fundraises for diabetes awareness,Team Josiah fundraises for diabetes awareness
8737,rejected,low_cherokee_left|english_left|identical_sides,Editor’s Note: Reporter Brittney Bennett is a 2011 Gates Millennium Scholarship recipient.,Editor’s note: Reporter Brittney Bennett is a 2011 Gates Millennium Scholarship recipient.
8738,rejected,low_cherokee_left|english_left|identical_sides,CNF scholarship applications open Nov. 1,CNF scholarship applications open Nov. 1
8819,rejected,low_cherokee_left|english_left|identical_sides,Eating healthy on a budget,Eating healthy on a budget
8851,rejected,low_cherokee_left|english_left|identical_sides,‘Mankiller’ premieres June 19 at LA Film Festival,‘Mankiller’ premieres June 19 at LA Film Festival
8861,rejected,low_cherokee_left,"Red-Horse Mohl ᎠᏗᏍᎬ ᏚᏂᎸᏫᏍᏓᏁᎮ ᎾᏍᎩ producer Gale Anne Hurd, ᎾᏍᎩ Valhalla Entertainment, ᎾᏍᎩ ᎠᎦᏅᏛᎢ “First Lady of Sc-Fi” ᎠᎴ ᎤᏪᎧᎲ ᏗᎪᏢᏍᎩ ᏗᏓᏴᎳᏙᏗ ᏯᏛᎾ “The Terminator,” “Aliens” ᎠᎴ ᎾᏍᎩ ᏄᎬᏫᏳᏒ ᏗᎪᏢᏍᎦ “The Walking Dead.”","Red-Horse Mohl said she is working with fellow producer Gale Anne Hurd, of Valhalla Entertainment, who is known as the “First Lady of Sci-Fi” and has produced films such as “The Terminator,” “Aliens” and is an executive producer on “The Walking Dead.”"
8873,rejected,low_cherokee_left|english_left|identical_sides,NSU to host 2017 Inter-Tribal Language Summit,NSU to host 2017 Inter-Tribal Language Summit
8876,rejected,too_long,"ᎾᏍᎩᏃ ᏓᎾᏠᏍᎬᎢ ᏕᎦᏃᏣᏢᎢ ᎾᏍᎩ ᎢᎨᏎᏍᏗ “ᎠᏲᏍᏗᏍᎬᎢ ᎠᎾᏕᎰᏍᎬᎢ” ᎠᎴ ᏂᎦᎵᏍᏔᏅᏍᎬᎢ ᎠᎾᎦᏎᏍᏗᏍᎨᏍᏗ ᎾᏍᎩᏃ ᎠᎾᏓᎵᏁᎯᏗᏍᎬᎢ ᎾᏍᎩ ᎠᎾᏕᎰᏍᎬᎢ ᎾᏍᎩ ᏥᎩ ᎢᎬᏱᏗᏢ ᏥᏂᎦᎵᏍᏗᏍᎪᎢ ᎾᏍᎩ ᎤᎾᏕᎶᏆᏍᏗᎢ ᎤᏂᏬᏂᎯᏍᏗᎢ ᎥᎿᎾᏂ ᏓᏂᏍᏓᏢᎢ ᏍᎦᏚᎩ ᏚᏙᏢᏩᏗᏒᎢ, ᎠᏓᏁᏄᎸᏗ ᎤᏙᏢᏅᏗᎢ ᎣᏍᏓ ᏧᎾᏟᏃᎮᏗᎢ ᎠᏟᏅᏓᏗᎠ ᎧᏁᎢᏍᏗ ᎤᎾᏕᎶᏆᏍᏗᎢ Ꮎ ᎠᎾᏕᎶᏆᏍᎩ ᎠᎴ ᎠᏂᎦᏛᎴᏏᏙᎲᎢ ᎠᎾᏓᏁᏟᏴᏍᎬᎢ ᎠᏂᏏᏴᏫᎭ ᎨᏒᎢ ᏂᏗᎦᎵᏍᏙᏗᎭ ᏩᏥᏂ ᏗᏍᏓᏩᏛᏍᏗ ᎾᏍᎩ ᎤᏂᏐᎭᎾᎳᏛᎢ ᏅᏁᎯᏴᎢ ᏗᎦᏬᏂᎯᏍᏗᎢ.","The summit’s theme is “Breaking the Inhibitions” and topics will focus on overcoming inhibitions that stand in the way of successful language learning among tribal communities, challenges of creating adequate social spaces for language learners and dealing with generational trauma caused by government policies that suppressed Indigenous languages."
8894,rejected,low_cherokee_left|english_left|identical_sides,Local schools create Valentines for veterans,Local schools create Valentines for veterans
8916,rejected,low_cherokee_left|english_left|identical_sides,Corntassel focuses on Indigenous ‘resurgence’ movements,Corntassel focuses on Indigenous ‘resurgence’ movements
8922,rejected,too_long,"“ᎠᏁᎯᏯ ᏓᎾᎴᏂᏏᏍᎬ ᎾᏍᎩ ᏙᎯᏳ ᎠᏂᎸᏉᏗᏍᎪ ᎠᎴ ᎣᏍᏓ ᏄᏅᎾᏕᎪ ᎯᎠ ᏚᎾᏓᏂᏴᏛ ᎾᎿ ᎦᏙᎢ ᏄᏍᏛ ᏯᏛᏁᎵᏓᏍᏗ ᎨᏒ ᎠᎴ ᏍᎦᏚᎩ ᎾᎿ ᎠᏓᏅᏖᏗ ᏧᏓᎴᏅᏓ ᏗᎦᎶᎯᏍᏗ ᎨᏒ ᎾᎿ ᎭᏫᏂ ᎤᏂᎦᏙᎲᏒ, ᎾᏍᎩ ᎢᎸᏍᎩ ᎢᏳᏓᎴ ᏯᏛᏁᏗ ᏯᏛᎾ ᎦᏬᏂᎯᏍᏗ ᎠᎴ ᎧᏃᎮᏢᏗ ᏱᎩ, ᎠᎴᏱᎩ ᏗᎧᏃᎮᏢᏅ ᏱᎩ, ᎠᎴᏱᎩ ᏗᎧᏃᎩᏓ ᎠᏂᎳᏫᎬ ᏱᎩ, ᎠᏗᏍᎬᎢ.","“Indigenous resurgence really is about honoring and nurturing those relationships we have with land culture and community and to think about different ways to honor those deep-seeded, those complex relationships whether it’s through speaking the language, whether it’s through telling the stories related to that place, whether it’s through the songs we sing or engaging in ceremony,” he said."
8923,rejected,too_long,"Corntassel, ᏗᏎᎮᎵᏙᎯ ᎾᏍᎩ ᎠᏁᎯᏯ ᏗᏓᏅᏖᎮᎵᏙᎯ ᎠᎴ ᎤᎾᎵᎪᎯ ᏗᏓᏘᏂᏙᎯ ᎾᎿ University of Victoria in British Columbia, ᎠᏗᏍᎬ ᎾᎿ ᎠᏂᎯᏯ ᎠᏂᏴᏫ ᎾᎿ ᏚᏂᎸᏉᏔᎾ ᏓᎾᏙᎵᎬ ᎾᎿ ᎾᎥ ᏄᎾᏓᎴᏫᏒ ᏂᎦᏓ ᎤᎾᏓᏟᏌᏅ ᎾᎿ Standing Rock Sioux Tribe in North Dakota ᏧᎾᎵᏍᏕᎸᏗ ᎾᏍᎩᏯ “ᎠᎵᏍᏕᎵᏍᎩ” ᎠᎾᎴᏫᏙᏗᏍᎬ ᎾᎿ Dakota Access Pipeline ᎤᏂᎶᎯᏍᏗ ᏂᎨᏒᎾ ᎾᎥ ᎠᎹ ᎤᏅᏙᏗ ᎤᏂᏁᎲ ᎠᎴ ᎠᏂᏴᏫᏯ ᎦᏙᎢ.","Corntassel, who is the director of Indigenous Governance and an associate professor at the University of Victoria in British Columbia, said a recent way Indigenous people have honored relationships is when communities came together for the Standing Rock Sioux Tribe in North Dakota to serve as “protectors” by preventing the Dakota Access Pipeline from being routed near water sources and tribal lands."
8924,rejected,too_long,"“ᎨᎵᏍᎬ ᎤᏂᎪᏓ ᎠᏂᏴᏫ ᎠᎾᏓᏅᏖᏍᎨ ᎢᏳᎾᏛᏗ ᎾᏍᎩ Standing Rock ᎾᎥ ᏄᎾᏓᎴᏫᏒ ᎤᎾᎵᎪᏗ ᏧᎾᎵᏍᏕᎸᏗ ᎤᏂᏍᏕᎸᏗ ᎠᎹ ᎠᎴ ᎾᎿ ᎡᏍᎦ ᎢᏳᏅᏁᎯ ᏱᎧᏂᎬᎦ ᎢᏳᏛᏗ ᎯᎠ ᏄᎬᏫᏳᏌᏕᎩ ᎤᏁᏍᏗ (ᎤᎬᏫᏳᎯ Donald Trump) ᎾᎿ ᎤᏁᏨ ᎣᏏ ᎤᏛᏅ ᎾᎿ Keystone (XL pipeline) ᏏᏊ ᎠᎴ ᎾᏍᏊ North Dakota,” ᎠᏗᏍᎬᎢ.","“I think a lot of folks have been thinking about the ways in which Standing Rock communities banded together to protect the water and how there might be the threat of more actions that might be needed to do that with the executive order (by President Donald Trump) basically giving the OK to Keystone (XL pipeline) again and also to North Dakota,” he said."
8937,rejected,low_cherokee_left|english_left|identical_sides,Hannah creates competitive softball league,Hannah creates competitive softball league
8955,rejected,low_cherokee_left,ᎢᎦᏓᏃ ᎾᏍᎩ Australia ᎾᏍᎩ Finch camp.,There’s some people coming from Australia for the Finch camp.
8974,rejected,low_cherokee_left|english_left|identical_sides,"Jackson waiting for lung, heart transplants","Jackson waiting for lung, heart transplants"
9016,rejected,low_cherokee_left|english_left|identical_sides,Ice passes on loom weaving knowledge,Ice passes on loom weaving knowledge
9046,rejected,low_cherokee_left|english_left|identical_sides,Chance finds passion in creating soap,Chance finds passion in creating soap
9081,rejected,low_cherokee_left,"ᎤᎪᏛ ᎠᏕᎶᎯᏍᏗ ᏲᏚᎵ, visit www.indigenoussoap/.","For more information, visit www.indigenousoap.com"
9099,rejected,too_long,"ᏣᏥᏱ ᎡᎯ ᎾᎥ ᎢᏦᎩᎾᏓᎳ ᎠᏆᏝᏫᏍᏗᏕᎦ, ᎠᎩᏍᏗᏰᏗᎭ ᏗᎩᏲᎯᏍᏗᏱ ᎠᏆᏤᎵᎦᏯ ᎦᏓ, ᎠᎴ ᏂᏓᎩᏲᏍᎬᎾ ᏱᎩ ᏧᎧᎾᏩᏛᏍᏗ ᎤᏍᏆᏂᎪᏛ ᎠᏇᏢᏙᏗᏱ ᎧᏁᎦ, ᎠᎴ ᎿᏉ ᏕᎤᏁᎶᏗ ᎢᏳᎯ ᎾᏍᎩ ᎢᏯᏋᏁᏗᏱ.","Our neighbor, the State of Georgia, is pressing hard upon us, and urging us to relinquish our possessions for her benefit. We are told, if we do not leave the country, which we dearly love, and betake ourselves to the western wilds, the laws of the state will be extended over us, and the time, 1st of June, 1830, is appointed for us the execution of the edict."
9116,rejected,too_long,"ᎠᏗᎾ ᎥᏝ ᏦᎩᏲᎯᏎᎸᎯᏉ ᎨᏒ ᎤᏩᏒ ᏲᏣᎵᏍᎦᏍᏙᏗᎭ -- ᎤᎵᏂᎩᏗᏳᏍᎩᏂᏃᏅ ᎾᏍᎩᏉ ᎾᏍᏊᎣ ᏅᏩᏒ ᏱᎩ; ᎠᏎᏃ ᏦᎦᏤᎵ ᎤᏂᎬᏫᏳᎯ ᎠᏂᏩᏥᏂᏃ ᎤᏂᎬᏫᏳᎯ ᎤᏩᎫᏘᎶᏛ ᎧᏃᎮᏛ ᏚᎾᏠᎯᏍᏛ, ᎤᏟ ᎤᎵᏂᎩᏗᏳ ᏄᏅᏁᎸ ᎣᎦᏤᎵᎦᏯ ᎨᏒᎢ.","We would repeat, then, the right of inheritance and peaceable possession, which we claim, we have never ceded nor forfeited. In addition to that first of all rights, the right of inheritance and peaceable possession, we have the faith and pledge of the United States, repeated over and over again, in treaties made at various times."
9125,rejected,too_long,ᎠᎴ ᎾᏍᏊᎣ ᎠᏂᏩᏥᏂ ᏧᏂᎧᎾᏩᏛᏍᏗ ᎤᏂᎲ ᎤᎵᏂᎩᏗᏳᏉ ᏂᎬᏁᎭ ᎣᎦᏤᎵᎦᏯ ᎨᏒᎢ.,"In view of the strong ground upon which their rights are founded, your memorialists solemnly protest against being considered as tenants at will, or as mere occupants of the soil, without possessing the sovereignty,—We have already stated to your honorable bodies, that our forefathers were found in possession of this soil in full sovereignty, by the first European settlers; and as we have never ceded nor forfeited the occupancy of the soil and the sovereignty over it, we do solemnly protest against being forced to leave it, either by direct or indirect measures."
9127,rejected,too_long,"ᎤᏣᏘᏂᎧᏂ ᎠᏂᏱᎵᏎ ᎠᏂᏁᎬ, ᎠᎴ ᎤᎵᏁᏨ ᎠᏃᎵᎬᎢ -- ᎠᎴᎧᏂ ᎠᏴ ᎣᏥᏁᎬ ᎠᎴ ᏃᏣᏛᏁᎲ ᎤᏣᏔᏅᎯ ᎣᎩᎵᏓᏍᏗᏍᎨᎢ.","We cannot consent to abandon it, for another far inferior, and which holds out to us, no inducements. we do moreover protest against the arbitrary measures of our neighbor, the state of Georgia, in her attempt to extend her laws over us, in surveying our lands without our consent, and in direct opposition to the treaties and the intercourse law of the United States, and interfereing with our municipal regulations in such a manner as to derange the regular operation of our own laws."
9128,rejected,too_long,"ᎯᎠ ᏣᏥᏱ ᎡᎯ ᎤᎾᏙᎳᏛᏉ ᎦᏓ ᏧᏂᎭ ᎥᏝᏃ ᏰᎵ ᏧᏂᎧᎾᏩᏛᏍᏗ ᎬᏩᏃᏢᏗ ᏱᎩ ᏥᎪᎪᏎᎭ ᎤᏣᏗ ᎣᎩᏐᏅᏤᎭ ᎠᎴ ᎾᏍᏉ ᎠᏎ ᎣᎬᏬᎠᎯᏍᏗᏱ ᏦᎪᏎᎭ, ᎣᎩᏐᏅᏤᎭ -- ᎣᎩᎨᏳᎯᏳᏍᎩᏂ ᎦᏓ ᎣᎦᏤᎵᎦᏯ ᏦᎩᎭ -- ᎠᎴ ᏃᏣᏓᏅᏍᎬᎾ ᏱᎩ, ᏣᏥᏱ ᎡᎯ ᏧᎧᎾᏩᏛᏍᏗ ᎤᎲ ᎣᎫᏢᏙᏗᏱ ᏣᏂᏁᎦ, ᎾᏍᏉ ᎣᎩᏐᏅᏤᎭ -- ᎠᎴ ᎦᏓ ᎣᎦᏤᎵ ᎤᎾᏟᎶᏍᏗᏱ, ᎠᎴ ᎪᎩᏲᏍᏙᏓᏁᏗᏱ ᏄᏓᎴᏒ ᎣᎦᏤᎵᎦᏯ ᎨᏒ, ᎠᎴ ᎪᎩᏲᏍᏙᏓᏁᏗᏱ ᏄᏓᎴᏒ ᎣᎦᏤᎵᎦᏯ ᎨᏒ, ᎠᎴ ᎠᏰᎵ ᎣᎪᏢᏒ, ᎠᎴ ᏂᎦᎥ ᎡᏍᎦ ᎢᎬᏩᎵᏍᏙᏗ ᎨᏒ ᎧᏃᎮᏛ ᏓᏠᎯᏍᏛ, ᎾᏍᏉ ᎤᏣᏘ ᎣᎩᏐᏅᏤᎭ.","To deliver and protect them from all these and every encroachment upon their rights, the undersigned memorialists do most earnestly pray your honorable bodies."
9391,rejected,too_short|low_cherokee_left|low_english_right|identical_sides,-----,-----
9914,rejected,duplicate_exact,ᏗᎦᏘᏗ ᏩᎩᏝ ᎦᏚ.,I have bread in the oven.
10614,rejected,too_short,ᎤᏟ ᏫᎶᎯ.,Go away.
10695,rejected,duplicate_exact,ᏙᎯᏳ ᎤᏴᏜ ᏙᏱ.,It's really cold outside.
10911,rejected,duplicate_exact,"ᎤᏙᎯᏳ ᎤᎦᎾᏩ ᏂᎦᎵᏍᏓ ᎪᎯ ᎢᎦ, ᏙᎧ?","It sure got warm today, didn't it?"
10913,rejected,source_tag,ᏥᏌ ᎤᏁᏨᎩ; ᎾᏍᎩ ᎨᏎᏍᏗ ᎠᎬᎭᎸᏛ ᏥᏁᎸᎭ ᎾᏍᎩ ᎠᏊᏅᎯ ᎨᏎᏍᏗ. ᎤᏭᏅᏃ ᎠᎬᎭᎸᏛ ᎤᏁᎸᎩ ᏧᏓᏏ ᎢᏍᎦᎳᏗ ᏌᏩᏂ ᎤᏪᏥ.,"Jesus answereth, ‘That one it is to whom I, having dipped the morsel, shall give it;’ and having dipped the morsel, he giveth [it] to Judas of Simon, Iscariot."
10917,rejected,source_tag,"ᏱᎰᏩᏃ ᎯᎠ ᏄᏪᏎᎴ ᎨᏂ, ᎭᏢ ᎡᏣᏅᏟ ᎡᏈᎵ? ᎯᎠᏃ ᏄᏪᏎᎢ, Ꮭ ᏱᏥᎦᏔᎭ: ᏥᎪ ᎠᏴ ᎥᎩᏅᏟ ᏥᎦᏘᏯ?","And Jehovah saith unto Cain, 'Where [is] Abel thy brother?' and he saith, 'I have not known; my brother's keeper -- I?'"
10923,rejected,duplicate_exact,… ᏃᏊᎴ ᎤᎦᎵᏍᎬ ᎠᎧᏲᏗᏍᎪᎢ ᎠᎹ.,… and then when it is shined on by the sun the water is dried by the sun.
10948,rejected,low_cherokee_left|english_left|source_tag,"ᏚᎵᎬᎩᏎᎢ ᏅᏱ ᎤᏅᏮᎢ. King, D. (1975). <i>Spear Finger; pp 122 & 137</i> [Doctoral Dissertation, University of Georgia]",They ripped the rock armor
10968,rejected,source_tag,"ᎢᏳᏃ ᎩᎶ ᏚᎸᏫᏍᏓᏁᎸ ᏱᏁᎬᏩᏍᏗᏉ ᎾᎿ ᎤᏁᏍᎨᎲᎢ, ᎾᏍᎩ ᎠᎦᎫᏴᎡᏗ ᎨᏎᏍᏗ.","if of any one the work doth remain that he built on [it], a wage he shall receive;"
10971,rejected,source_tag,ᏗᏕᏲᎲᏍᎩ ᎧᎵᏎᏥ ᏚᏩᏎᎢ ᏧᏂᏍᏗᎩᏍᏗ. $1.25 ᏚᏈᏴᎮᎢ. ᏅᎩ ᏚᏩᏎᎢ. ᎲᎦ ᎢᎦ ᏚᏈᏴᎮᎢ ᏂᎦᏓ? [ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],The teacher bought candy for eating. He paid $1.25. He bought four. How much did he pay for all of them?
10972,rejected,source_tag,"… ᏇᎵᏲ ᎠᏴ, ᎠᎴ ᏂᎯ ᏂᏣᏁᏨᎾ ᎥᏝ ᎩᎶ ᎤᏌᎳᏙᏗ ᏱᎨᏎᏍᏗ ᎤᏬᏰᏂ ᎠᎴ ᎤᎳᏏᏕᏂ ᏂᎬᎾᏛ ᎢᏥᏈᏱ.","… 'I [am] Pharaoh, and without thee a man doth not lift up his hand and his foot in all the land of Egypt;'"
10982,rejected,source_tag,… ᎠᎴ ᎡᏍᎦ ᎡᏅᎦ ᏦᏰᏂ ᏥᏍᏆᎨᏂ ᏩᏐᎾᏓ …,"… and bring thy hand, and put [it] to my side …"
10995,rejected,source_tag,… ᎤᎵᏏᎩᏃ ᎤᏭᏝᎡ ᎠᏍᏛᎩ …,… and darkness [is] on the face of the deep …
11021,rejected,duplicate_exact,"ᎤᏙᎯᏳᎯᏯ, ᎤᏛᏅ ᏧᏁᎶᏗ, ᎥᏝ ᏱᏥᎦᏔᎭ.","Truly, said Christian, I do not know."
11024,rejected,source_tag,"… ᏞᏍᏗᏉ ᎩᎾᏘᏲᎸᎩ ᎠᏴ, ᎠᎴ ᎦᎾᏝᎢ ᏗᎨᎩᏂᎦᏘᏕᎯ ᏞᏍᏗ ᎤᎾᏘᏲᎸᎩ; ᏗᎾᏓᏅᏟᏉᏰᏃ.","… 'Let there not, I pray thee, be strife between me and thee, and between my shepherds and thy shepherds, for we [are] men -- brethren."
11025,rejected,source_tag,"… ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎭᏙᎴᎰᎯ, ᎦᎪ ᏧᏤᎵᎦ ᎯᎠ, ᎠᎵᏰᏑᏍᏚᏬ ᎠᏐᎥᏍᏙᏗ, ᎠᎴ ᎪᎸᏌᏛᏗ, ᎠᎴ ᎠᏙᎳᏅᏍᏗ.","… and she saith, 'Discern, I pray thee, whose [are] these -- the seal, and the ribbons, and the staff.'"
11053,rejected,source_tag,"… ᎠᎴ ᎡᎶᎯ ᏭᏗᏅᏒᎩ; ᏚᏃᏴᎳᏒᎩᏃ, ᎠᎴ ᎤᏴᏓᏆᎶᎥᎩ, ᎠᎴ ᎠᎾᎦᎵᏍᎬᎩ, ᎠᎴ ᎡᎶᎯ ᎤᎵᏖᎸᏅᎩ.","… and did cast [it] to the earth, and there came voices, and thunders, and lightnings, and an earthquake."
11080,rejected,source_tag,"… ᎠᎴ ᎾᏍᏉ ᏣᎬᏫᏳᎯ ᏕᏣᎧᎭ ᎦᎾᏝᎢ ᏦᎩᎾᏢᏅᎯ; ᎥᏝ ᎿᏉ ᎪᎱᏍᏗ ᏲᎦᏘᏰᎭ ᎯᎦᏔᎲ ᏣᎬᏫᏳᎯ, ᏦᏥᏰᎸ ᎠᎴ ᎦᏓ ᏙᎩᎲ ᎤᏩᏒ.","… and possession of the cattle [is] unto my lord, there hath not been left before my lord save our bodies, and our ground;"
11081,rejected,source_tag,"ᎠᎵ ᏣᎸᎯ ᏣᎧᏛᎢ ᎦᏚ ᎯᎩᏍᎨᏍᏗ ᎬᏂ ᎦᏙᎯ ᏫᎯᎷᏥᏌᏅᎭ, ᎾᎿᏰᏃ ᏪᏣᏯᏅᏛ; ᎦᏓᏰᏃ ᏂᎯ, ᎠᎴ ᎦᏙᎯ ᏮᏛᎯᎷᏥᏌᏂ.","by the sweat of thy face thou dost eat bread till thy return unto the ground, for out of it hast thou been taken, for dust thou [art], and unto dust thou turnest back.'"
11082,rejected,duplicate_exact,"ᏥᏌᏃ ᎤᏩᏛᎲ ᎠᎩᎾ ᏐᏈᎵ-ᏗᎦᎵᎠᏅᎯᏛ, ᎤᎩᎸᏅᎩ, ᎾᏍᎩᏯ ᎯᎠ ᏥᏂᎬᏅ ᏥᎪᏪᎳ;","and Jesus having found a young ass did sit upon it, according as it is written,"
